Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department,Cost
Untitled from Notes on a Room,Richard Artschwager,(American),-1923,-2013,(Male),1998,Prints & Illustrated Books," 1,136 "
Untitled,Dan McCarthy,(American),-1962,,(Male),2000,Drawings," 1,475 "
Untitled,Wade Guyton,(American),-1972,,(Male),2006,Painting & Sculpture," 1,332 "
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),-1934,,(Male),1967,Architecture & Design," 1,236 "
Plate (folio 9) from HIOB,Hella Fischer-Thorer,(German),-1928,-1978,(Female),1965,Prints & Illustrated Books," 1,306 "
Z. I. Gorbovets. Graviury na dereve,Zinovii Gorbovets,(),,,(),1927,Prints & Illustrated Books," 1,208 "
Lapeyrouse Wall,Peter Doig,(British),-1959,,(Male),2004,Painting & Sculpture," 1,182 "
The Language of Fashion (El lenguaje de la moda),Juan Luis Martinez,(Chilean),-1942,-1993,(Male),1979,Drawings," 1,333 "
Adam,Amedeo Modigliani,(Italian),-1884,-1920,(Male),-1916,Drawings," 1,187 "
Untitled from Pisueña,Juan Uslé,(Spanish),-1954,,(Male),2009,Prints & Illustrated Books," 1,083 "
Roberta's Excorcism Flower Arrangements,Lynn Hershman Leeson,(American),-1941,,(Female),1978,Photography," 1,394 "
(Number 1 of a newspaper campaign),Karl Gerstner,(Swiss),-1930,,(Male),1964,Architecture & Design, 940 
Untitled,Nathan Lyons,(American),-1930,-2016,(Male),1958,Photography," 1,164 "
Femme de Verrières,Eugène Atget,(French),-1857,-1927,(Male),1872-1927,Photography," 1,229 "
Public Sculptures in Public Places,Bob Cato,(Nationality unknown),-1923,,(Male),1967,Architecture & Design," 1,475 "
Double page plate (pages 20 and 21) from TAGEBÜCHER,Antonio Saura,(Spanish),-1930,-1998,(Male),1988,Prints & Illustrated Books," 1,229 "
Plate (page 215) from LES PETITES FLEURS,Émile Bernard,(French),-1868,-1941,(Male),1928,Prints & Illustrated Books," 1,218 "
Untitled from the series 'Ten Thousand Things That Breathe',Renato Orara,(American),-1961,,(Male),2003,Drawings," 1,362 "
Jardin de Luxembourg,Pavel Tchelitchew,(American),-1898,-1957,(Male),c. 1923-1924,Drawings," 1,330 "
Vocal Group Niji,Tadanori Yokoo,(Japanese),-1936,,(Male),1964,Architecture & Design," 1,230 "
Untitled,Unknown,(),,,(),c. 1900,Photography," 1,403 "
Sex Pistols Flyer,Jamie Reid,(British),-1947,,(Male),1975,Architecture & Design," 1,411 "
Milk Stone,Wolfgang Laib,(German),-1950,,(Male),1978,Painting & Sculpture," 1,236 "
"ECCE HOMO, plate XVIII (folio 21) from SCÈNES DE LA VIE DU CHRIST",James Ensor,(Belgian),-1860,-1949,(Male),1913-1921,Prints & Illustrated Books," 1,321 "
(Portrait),Alfred Capel Cure,(British),-1826,-1896,(Male),1826-1896,Photography, 936 
Upholstery Material,Anni Albers,(American),-1899,-1994,(Female),1929,Architecture & Design," 1,244 "
Double page fold-out plate (folios 17 and 18) from PICCOLO CIRCOLO CHIUSO,Mimmo Paladino,(Italian),-1948,,(Male),1991,Prints & Illustrated Books, 912 
The Unfinished Conversation,John Akomfrah,(British),-1957,,(Male),2012,Media and Performance Art, 910 
In-text plate (page 138) from CIRQUE DE L'ÉTOILE FILANTE,Georges Rouault,(French),-1871,-1958,(Male),1926-1938,Prints & Illustrated Books," 1,324 "
Nancy,Nancy Hellebrand,(American),-1944,,(Female),1982,Photography, 928 
Untitled. (man with a fish),Dorothea Lange,(American),-1895,-1965,(Female),1963,Photography," 1,209 "
TARGET from an untitled portfolio,Ronald Markman,(American),-1931,,(Male),1962-1963,Prints & Illustrated Books," 1,090 "
Schema I: Construction of Axes of a Model; Schema II: Cubist Structure (Construction); and Schema III: Cubist Constructed Drawing from On New Systems in Art (O Novykh Sistemakh Visk Usstve),Kazimir Malevich,(Russian),-1878,-1935,(Male),-1919,Prints & Illustrated Books," 1,338 "
Light Trails,William Wegman,(American),-1943,,(Male),1970-1971,Media and Performance Art," 1,067 "
Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,(American),-1900,-1976,(Male),1959-1965,Prints & Illustrated Books," 1,420 "
The Guilty Girl Is Fragile,Louise Bourgeois,(American),-1911,-2010,(Female),2000,Prints & Illustrated Books, 990 
Untitled,Jarrod Beck,(American),-1977,,(Male),2004,Drawings," 1,377 "
Covent Garden Labourers,John Thomson,(British),-1837,-1921,(Male),1877,Photography," 1,378 "
On the Fortress,Jules Pascin,(American),-1885,-1930,(Male),1914,Prints & Illustrated Books," 1,073 "
In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,(French),-1901,-1985,(Male),1949-1950,Prints & Illustrated Books," 1,128 "
Urchin in the Grass,Richard Stankiewicz,(American),-1922,-1983,(Male),1956,Painting & Sculpture," 1,319 "
Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,(German),-1941,-2010,(Male),2004,Prints & Illustrated Books," 1,336 "
"Sketchbook: El Golea, II",Jean Dubuffet,(French),-1901,-1985,(Male),1948,Drawings," 1,492 "
Saint-Cloud,Eugène Atget,(French),-1857,-1927,(Male),1921-1922,Photography," 1,186 "
#3 Looking Ahead? So Are We!,Ay-O,(Japanese),-1931,,(Male),1965,Prints & Illustrated Books," 1,362 "
Headpiece (page 97) from POÈMES,Charles Despiau,(French),-1874,-1946,(Male),1933,Prints & Illustrated Books," 1,319 "
The Pool - Deal,Alfred Stieglitz,(American),-1864,-1946,(Male),1910,Photography, 910 
Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,(American),-1931,,(Male),1970,Prints & Illustrated Books," 1,193 "
Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),-1887,-1965,(Male),1947-1955,Prints & Illustrated Books," 1,487 "
I'se Awake,John McGreer,(American),,,(Male),1881,Photography, 903 
"""A Famous Fisherman in Action""",Times Wide World Photos,(American),-1919,-1941,(),1932,Photography," 1,219 "
Untitled (for Parkett no. 76),Lucy McKenzie,(British),-1977,,(Female),2006,Prints & Illustrated Books," 1,034 "
Sleeping Figure,Conrad Marca-Relli,(American),-1913,-2000,(Male),1953-1954,Painting & Sculpture," 1,055 "
"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,(French),-1869,-1954,(Male),1943-1981,Prints & Illustrated Books," 1,044 "
"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,(American),-1947,,(Male),1994,Photography," 1,042 "
Grace in Window,Tanyth Berkeley,(American),-1969,,(Female),2006,Photography," 1,478 "
TWO PART INVENTIONS,James McGarrell,(American),-1930,,(Male),-1965,Prints & Illustrated Books," 1,089 "
"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,(American),-1910,-1998,(Male),1942,Photography," 1,359 "
"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,(French),-1887,-1985,(Male),1931-1956,Prints & Illustrated Books," 1,287 "
"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,(Swedish),-1938,,(Male),1977,Prints & Illustrated Books," 1,161 "
"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,(Spanish),-1951,,(Male),2005,Architecture & Design, 979 
Dziady,Roman Cieslewicz,(French),-1930,-1996,(Male),1967,Architecture & Design," 1,157 "
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,(American),-1943,-2003,(Male),1971-1973,Prints & Illustrated Books, 944 
Self-Portrait,Arch Connelly,(American),-1950,-1993,(Male),1981,Painting & Sculpture," 1,434 "
Richard Pousette-Dart Masher,Ray Johnson,(American),-1927,-1995,(Male),1972,Drawings," 1,463 "
"Backyard--Venice West, California",Robert Frank,(American),-1924,,(Male),1955-1956,Photography," 1,124 "
Stay the Same Never Change,Laurel Nakadate,(American),-1975,,(Female),2008,Film," 1,175 "
Ireland,Henri Cartier-Bresson,(French),-1908,-2004,(Male),1963,Photography," 1,275 "
First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,(Czech),-1871,-1957,(Male),1926,Prints & Illustrated Books, 953 
"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,(French),-1894,-1986,(Male),1922,Photography, 951 
Flag,James Riddle,(American),-1933,,(Male),c. 1964,Fluxus Collection," 1,222 "
Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,(American),-1864,-1952,(Female),1899-1900,Photography," 1,135 "
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,(French),-1885,-1925,(Male),1911-1950,Prints & Illustrated Books," 1,357 "
"Rainbow, Lake George",Alfred Stieglitz,(American),-1864,-1946,(Male),1920,Photography," 1,297 "
Attaque,Louise Bourgeois,(American),-1911,-2010,(Female),1946-1949,Prints & Illustrated Books," 1,160 "
"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,(American),-1867,-1959,(Male),1956,Architecture & Design," 1,460 "
Untitled,Jene Highstein,(American),-1942,,(Male),1982,Prints & Illustrated Books, 964 
"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,(Czech),-1871,-1957,(Male),1908-1911,Prints & Illustrated Books," 1,127 "
"FIGURE (plate, page 13) from DU CUBISME",André Derain,(French),-1880,-1954,(Male),1947,Prints & Illustrated Books," 1,120 "
"Lithograph II (plate, page 21) from REPLI",Henri Matisse,(French),-1869,-1954,(Male),1946-1947,Prints & Illustrated Books," 1,118 "
"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,(American),-1895,-1965,(Female),1938,Photography," 1,416 "
Untitled from Spirit Cooking,Marina Abramović,(Yugoslav),-1946,,(Female),1996,Prints & Illustrated Books," 1,332 "
Dr. Scud Fly Swatter,Philippe Starck,(French),-1949,,(Male),1998,Architecture & Design," 1,490 "
In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,(Spanish),-1930,-1998,(Male),1988,Prints & Illustrated Books, 939 
For Father Berrigan,Llyn Foulkes,(American),-1934,,(Male),1973,Painting & Sculpture," 1,385 "
Essene,Frederick Wiseman,(American),-1930,,(Male),1972,Film," 1,408 "
Plate (folio 11) from LA VITTORIA,Jean Tinguely,(Swiss),-1925,-1991,(Male),1970-1972,Prints & Illustrated Books, 982 
Untitled,Unknown,(),,,(),1925-1927,Photography," 1,278 "
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,(Portuguese),-1933,,(Male),1971-1974,Architecture & Design," 1,085 "
1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,(German),-1881,-1934,(Male),1921,Architecture & Design," 1,433 "
Scores (pages 5-6) from Fluxus 1,Emmett Williams,(American),-1925,-2007,(Male),1964,Prints & Illustrated Books," 1,239 "
In-text plate (page 108) from PANTAGRUEL,André Derain,(French),-1880,-1954,(Male),1943,Prints & Illustrated Books," 1,031 "
Smoke on Cellophane 5,Frederick Sommer,(American),-1905,-1999,(Male),1961,Photography," 1,236 "
Stalin's Great Aunt,Margaret Bourke-White,(American),-1904,-1971,(Female),1935,Photography," 1,394 "
Mother and Child,Wifredo Lam,(Cuban),-1902,-1982,(Male),1939,Drawings," 1,185 "
Drawing for Excreta Fluxorum,George Maciunas,(American),-1931,-1978,(Male),1977,Prints & Illustrated Books," 1,488 "
Are we losing touch?,Friedrich Kunath,(German),-1974,,(Male),2003,Drawings," 1,006 "
Untitled,Almir Mavignier,(Brazilian),-1925,,(Male),1961,Prints & Illustrated Books," 1,497 "
"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,(British),-1966,,(Male),2001,Prints & Illustrated Books, 987 
Color separations for LOISIRS,Jean Dubuffet,(French),-1901,-1985,(Male),-1966,Prints & Illustrated Books, 961 
Wayne County & the Backstreet Boys at Max's,Unknown,(American),,,(),1975,Architecture & Design," 1,265 "
International Film Festival,Unknown,(Nationality Unknown),,,(),1900-1953,Architecture & Design," 1,112 "
Untitled,Mateo López,(Colombian),-1978,,(Male),(2008-2010),Drawings," 1,369 "
"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,(American),-1946,,(Male),1988,Photography," 1,376 "
"Ship Construction, Bath, Maine",Clarence H. White,(American),-1871,-1925,(Male),1917,Photography," 1,438 "
Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,(Swiss),-1889,-1943,(Female),1930,Painting & Sculpture," 1,283 "
Reste,Arnulf Rainer,(Austrian),-1929,,(Male),1978,Prints & Illustrated Books," 1,441 "
Color Wheel (for Parkett no. 81),Cosima von Bonin,(German),-1962,,(Female),2007,Prints & Illustrated Books," 1,292 "
The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,(French),-1891,-1976,(Male),1920,Drawings," 1,124 "
In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),-1867,-1947,(Male),1902,Prints & Illustrated Books, 961 
Headpiece (page 67) from FABLES,Thomas Bewick,(British),-1753,-1828,(Male),1818,Prints & Illustrated Books," 1,158 "
For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,(Mexican),-1910,-1983,(Male),1925,Prints & Illustrated Books," 1,015 "
Untitled,Peter Booth,(Australian),-1940,,(Male),1984,Drawings," 1,377 "
DWB Jahresversammlung,Herbert Bayer,(American),-1900,-1985,(Male),1929,Architecture & Design, 908 
Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,(French),-1820,-1884,(Male),1857,Photography," 1,253 "
"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,(French),-1869,-1954,(Male),1943-1981,Prints & Illustrated Books," 1,082 "
Oklahoma,Lee Friedlander,(American),-1934,,(Male),1973,Photography, 975 
"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1934,Architecture & Design," 1,144 "
"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,(American),-1928,-2007,(Male),1980,Prints & Illustrated Books," 1,040 "
Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,(German),-1883,-1949,(Male),1921,Prints & Illustrated Books, 993 
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,(American),-1911,-2010,(Female),1995,Prints & Illustrated Books," 1,035 "
"Dusk, Yokohama",Daido Moriyama,(Japanese),-1938,,(Male),1969,Photography, 921 
Landscape Panoramas,Jan Dibbets,(Dutch),-1941,,(Male),1971,Photography," 1,423 "
"Broken Egg, New York",Irving Penn,(American),-1917,-2009,(Male),1958,Photography," 1,155 "
Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,(British),-1882,-1940,(Male),1931,Prints & Illustrated Books, 922 
Montgeron (Saules),Eugène Atget,(French),-1857,-1927,(Male),1925-1927,Photography," 1,120 "
Footprints from Traveling. Limit of Reach,Robert Morris,(American),-1931,,(Male),1976,Drawings," 1,327 "
In-text plate (folio 34) from BIOTHERM,Jim Dine,(American),-1935,,(Male),1989-1990,Prints & Illustrated Books," 1,098 "
Vertical Horizontals,Hedda Sterne,(American),-1910,,(Female),1967,Prints & Illustrated Books," 1,487 "
"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,(French),-1885,-1954,(Male),1953,Prints & Illustrated Books," 1,127 "
"""UB""",Sergio Gonzalez-Tornero,(Chilean),-1927,,(Male),1961,Prints & Illustrated Books," 1,107 "
Untitled,Francis Alÿs,(Belgian),-1959,,(Male),1999-2001,Media and Performance Art," 1,233 "
Composition,Luigi Veronesi,(Italian),-1908,-1998,(Male),1935,Photography, 904 
"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1962-1965,Architecture & Design," 1,363 "
Armando Reverón,Carlos Herrera,(Venezuelan),-1909,-1988,(Male),1940,Photography," 1,220 "
Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,(German),-1954,,(Male),2001,Prints & Illustrated Books," 1,060 "
Untitled,Ernest J. Bellocq,(American),-1873,-1949,(Male),c. 1912,Photography," 1,391 "
Plate (folio 32) from Capital in Pictures,Hugo Gellert,(American),-1892,-1985,(Male),1933,Prints & Illustrated Books," 1,125 "
Untitled,Rene Portocarrero,(Cuban),-1914,-1985,(Male),1941,Drawings," 1,139 "
"Tout, no. 9",Ben Vautier,(French),-1935,,(Male),c. 1965,Prints & Illustrated Books," 1,283 "
Modena,Luigi Ghirri,(Italian),-1943,-1992,(Male),1971,Photography," 1,357 "
Tortilla Flaps,Robert McKimson,(American),-1910,-1977,(Male),1958,Film," 1,219 "
Models for Synthetic Pictures,Terry Winters,(American),-1949,,(Male),1994,Prints & Illustrated Books," 1,106 "
Fluxus is always 6 a.m.,Nam June Paik,(American),-1932,-2006,(Male),1976,Prints & Illustrated Books," 1,248 "
The Farm,Louise Bourgeois,(American),-1911,-2010,(Female),c. 1940,Prints & Illustrated Books," 1,271 "
Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,(French),-1901,-1985,(Male),1959,Prints & Illustrated Books," 1,134 "
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,(American),-1887,-1953,(Male),1935,Architecture & Design," 1,264 "
"Champfleurette, the White Cat",Louise Bourgeois,(American),-1911,-2010,(Female),1993,Prints & Illustrated Books," 1,348 "
Zen For Film,Nam June Paik,(American),-1932,-2006,(Male),1965,Fluxus Collection," 1,138 "
Experiment,Roman Signer,(Swiss),-1938,,(Male),1982,Media and Performance Art," 1,355 "
Che,Francisco Blanco,(Cuban),,,(Male),1972,Architecture & Design," 1,371 "
Merry-go-round,Edward Dwurnik,(Polish),-1943,,(Male),1985,Prints & Illustrated Books," 1,028 "
"M.A.E., Boston",Nicholas Nixon,(American),-1947,,(Male),1985,Photography," 1,297 "
Art & Project Bulletin #90,Richard Long,(British),-1945,,(Male),1975,Prints & Illustrated Books," 1,135 "
Untitled from Favorite Objects,Christian Boltanski,(French),-1944,,(Male),1998,Prints & Illustrated Books, 960 
"Cristo, Tlacochoaya, Oaxaca",Paul Strand,(American),-1890,-1976,(Male),1933,Photography," 1,089 "
Boxer [Hein Domgörgen],August Sander,(German),-1876,-1964,(Male),1923,Photography," 1,098 "
"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,(German),-1885,-1947,(Female),1934,Architecture & Design," 1,448 "
